Day,Date,Time,Flag
Friday,3-May-96,1:48:12 PM,
Saturday,1-Jun-96,10:46:54 PM,
Monday,1-Jul-96,5:58:06 AM,
Tuesday,30-Jul-96,12:35:12 PM,[+]
Wednesday,28-Aug-96,7:52:12 PM,
Friday,27-Sep-96,4:50:48 AM,[**]
Saturday,26-Oct-96,4:11:12 PM,
Monday,25-Nov-96,5:09:54 AM,
Tuesday,24-Dec-96,9:41:00 PM,
Thursday,23-Jan-97,4:10:42 PM,
Saturday,22-Feb-97,11:26:42 AM,
Monday,24-Mar-97,5:45:12 AM,[*]
Tuesday,22-Apr-97,10:33:30 PM,
Thursday,22-May-97,11:13:24 AM,
Friday,20-Jun-97,9:08:48 PM,
Sunday,20-Jul-97,5:20:18 AM,
Monday,18-Aug-97,12:55:24 PM,
Tuesday,16-Sep-97,8:50:30 PM,[**]
Thursday,16-Oct-97,5:45:42 AM,
Friday,14-Nov-97,3:11:36 PM,
Sunday,14-Dec-97,3:37:06 AM,
Monday,12-Jan-98,6:23:42 PM,
Wednesday,11-Feb-98,11:22:36 AM,
Friday,13-Mar-98,5:34:12 AM,[/]
Sunday,12-Apr-98,12:23:30 AM,
Monday,11-May-98,4:29:24 PM,
Wednesday,10-Jun-98,6:18:18 AM,
Thursday,9-Jul-98,6:00:54 PM,
Saturday,8-Aug-98,4:09:36 AM,[/]
Sunday,6-Sep-98,1:21:24 PM,[/]
Monday,5-Oct-98,10:11:54 PM,
Wednesday,4-Nov-98,6:18:12 AM,
Thursday,3-Dec-98,4:19:12 PM,
Saturday,2-Jan-99,3:49:30 AM,
Sunday,31-Jan-99,5:06:30 PM,[/]
Tuesday,2-Mar-99,7:58:30 AM,
Thursday,1-Apr-99,12:48:54 AM,
Friday,30-Apr-99,4:54:36 PM,[+]
Sunday,30-May-99,8:39:54 AM,
Monday,28-Jun-99,11:37:30 PM,
Wednesday,28-Jul-99,1:24:48 PM,[*]
Friday,27-Aug-99,1:47:48 AM,
Saturday,25-Sep-99,12:51:06 PM,
Sunday,24-Oct-99,11:02:24 PM,
Tuesday,23-Nov-99,8:03:42 AM,
Wednesday,22-Dec-99,6:31:18 PM,
Friday,21-Jan-00,5:40:24 AM,[**]
Saturday,19-Feb-00,5:26:42 PM,
Monday,20-Mar-00,5:44:24 AM,
Tuesday,18-Apr-00,7:41:30 PM,
Thursday,18-May-00,9:34:24 AM,
Saturday,17-Jun-00,12:27:00 AM,
Sunday,16-Jul-00,3:55:12 PM,[**]
Tuesday,15-Aug-00,7:12:36 AM,
Wednesday,13-Sep-00,9:36:48 PM,
Friday,13-Oct-00,10:53:00 AM,
Saturday,11-Nov-00,10:14:36 PM,
Monday,11-Dec-00,10:02:48 AM,
Tuesday,9-Jan-01,9:24:24 PM,[**]
Thursday,8-Feb-01,8:11:42 AM,
Friday,9-Mar-01,6:23:06 PM,
Sunday,8-Apr-01,5:21:54 AM,
Monday,7-May-01,3:52:30 PM,
Wednesday,6-Jun-01,3:39:18 AM,
Thursday,5-Jul-01,5:03:48 PM,[*]
Saturday,4-Aug-01,7:55:42 AM,
Sunday,2-Sep-01,11:43:00 PM,
Tuesday,2-Oct-01,3:48:48 PM,
Thursday,1-Nov-01,6:41:00 AM,
Friday,30-Nov-01,9:49:00 PM,[+]
Sunday,30-Dec-01,11:40:30 AM,[/]
Monday,28-Jan-02,11:50:30 PM,
Wednesday,27-Feb-02,10:16:42 AM,
Thursday,28-Mar-02,7:24:54 PM,
Saturday,27-Apr-02,5:59:54 AM,
Sunday,26-May-02,1:51:12 PM,[/]
Monday,24-Jun-02,11:42:24 PM,[/]
Wednesday,24-Jul-02,11:07:00 AM,
Saturday,24-Aug-02,12:29:12 AM,
Saturday,21-Sep-02,3:59:12 PM,
Monday,21-Oct-02,9:20:00 AM,
Wednesday,20-Nov-02,2:33:42 AM,[/]
Thursday,19-Dec-02,8:10:12 PM,
Saturday,18-Jan-03,11:47:36 AM,
Monday,17-Feb-03,12:51:06 AM,
Tuesday,18-Mar-03,11:34:30 AM,
Wednesday,16-Apr-03,9:35:42 PM,
Friday,16-May-03,5:35:54 AM,[**]
Saturday,14-Jun-03,1:15:54 PM,
Sunday,13-Jul-03,9:21:24 PM,
Tuesday,12-Aug-03,6:48:12 AM,
Wednesday,10-Sep-03,6:36:12 PM,
Friday,10-Oct-03,9:27:24 AM,
Sunday,9-Nov-03,2:13:18 AM,[**]
Monday,8-Dec-03,9:36:42 PM,
Wednesday,7-Jan-04,4:40:06 PM,
Friday,6-Feb-04,9:46:54 AM,
Sunday,7-Mar-04,12:14:12 AM,
Monday,5-Apr-04,1:02:42 PM,
Tuesday,4-May-04,10:33:24 PM,[**]
Thursday,3-Jun-04,6:19:36 AM,
Friday,2-Jul-04,1:08:54 PM,
Saturday,31-Jul-04,8:05:06 PM,[+]
Monday,30-Aug-04,4:22:12 AM,
Tuesday,28-Sep-04,3:09:18 PM,
Thursday,28-Oct-04,5:07:24 AM,[**]
Friday,26-Nov-04,9:07:12 PM,
Sunday,26-Dec-04,4:06:18 PM,
Tuesday,25-Jan-05,11:32:18 AM,
Thursday,24-Feb-05,5:53:42 AM,
Friday,25-Mar-05,9:58:30 PM,
Sunday,24-Apr-05,12:06:30 PM,[/]
Monday,23-May-05,10:18:12 PM,
Wednesday,22-Jun-05,6:13:48 AM,
Thursday,21-Jul-05,1:00:12 PM,
Friday,19-Aug-05,7:53:00 PM,
Sunday,18-Sep-05,4:00:48 AM,
Monday,17-Oct-05,2:13:36 PM,[*]
Wednesday,16-Nov-05,1:57:30 AM,
Thursday,15-Dec-05,5:15:30 PM,
Saturday,14-Jan-06,10:48:06 AM,
Monday,13-Feb-06,5:44:12 AM,
Wednesday,15-Mar-06,12:35:24 AM,[/]
Thursday,13-Apr-06,6:40:06 PM,
Saturday,13-May-06,8:51:06 AM,
Sunday,11-Jun-06,8:03:06 PM,
Tuesday,11-Jul-06,5:01:54 AM,
Wednesday,9-Aug-06,12:54:00 PM,
Thursday,7-Sep-06,8:42:00 PM,[*]
Saturday,7-Oct-06,5:12:48 AM,
Sunday,5-Nov-06,1:58:18 PM,
Tuesday,5-Dec-06,1:24:48 AM,
Wednesday,3-Jan-07,2:57:24 PM,
Friday,2-Feb-07,6:45:18 AM,
Sunday,4-Mar-07,12:17:06 AM,[**]
Monday,2-Apr-07,7:15:00 PM,
Wednesday,2-May-07,12:09:24 PM,
Friday,1-Jun-07,3:03:36 AM,
Saturday,30-Jun-07,3:48:42 PM,[+]
Monday,30-Jul-07,2:47:42 AM,
Tuesday,28-Aug-07,12:35:06 PM,[**]
Wednesday,26-Sep-07,9:45:06 PM,
Friday,26-Oct-07,6:51:30 AM,
Saturday,24-Nov-07,3:29:48 PM,
Monday,24-Dec-07,2:15:36 AM,
Tuesday,22-Jan-08,2:34:42 PM,
Thursday,21-Feb-08,4:30:30 AM,[**]
Friday,21-Mar-08,7:39:54 PM,
Sunday,20-Apr-08,12:25:24 PM,
Tuesday,20-May-08,4:11:24 AM,
Wednesday,18-Jun-08,7:30:24 PM,
Friday,18-Jul-08,9:59:00 AM,
Saturday,16-Aug-08,11:16:24 PM,[*]
Monday,15-Sep-08,11:13:24 AM,
Tuesday,14-Oct-08,10:02:24 PM,
Thursday,13-Nov-08,7:17:18 AM,
Friday,12-Dec-08,5:37:06 PM,
Sunday,11-Jan-09,4:26:36 AM,
Monday,9-Feb-09,3:49:00 PM,[/]
Wednesday,11-Mar-09,3:37:36 AM,
Thursday,9-Apr-09,4:55:42 PM,
Saturday,9-May-09,6:01:18 AM,
Sunday,7-Jun-09,8:11:36 PM,
Tuesday,7-Jul-09,11:21:18 AM,[/]
Thursday,6-Aug-09,2:54:42 AM,[/]
Friday,4-Sep-09,6:02:30 PM,
Sunday,4-Oct-09,8:10:00 AM,
Monday,2-Nov-09,8:13:48 PM,
Wednesday,2-Dec-09,8:30:18 AM,
Thursday,31-Dec-09,8:12:36 PM,[*][+]
Saturday,30-Jan-10,7:17:36 AM,
Sunday,28-Feb-10,5:37:54 PM,
Tuesday,30-Mar-10,4:25:24 AM,
Wednesday,28-Apr-10,2:18:30 PM,
Friday,28-May-10,1:07:18 AM,
Saturday,26-Jun-10,1:30:24 PM,[*]
Monday,26-Jul-10,3:36:36 AM,
Tuesday,24-Aug-10,7:04:36 PM,
Thursday,23-Sep-10,11:17:12 AM,
Saturday,23-Oct-10,3:36:30 AM,
Sunday,21-Nov-10,6:27:24 PM,
Tuesday,21-Dec-10,9:13:30 AM,[**]
Wednesday,19-Jan-11,10:21:24 PM,
Friday,18-Feb-11,9:35:42 AM,
Saturday,19-Mar-11,7:10:06 PM,
Monday,18-Apr-11,4:44:00 AM,
Tuesday,17-May-11,1:08:42 PM,
Wednesday,15-Jun-11,10:13:36 PM,[**]
Friday,15-Jul-11,8:39:36 AM,
Saturday,13-Aug-11,8:57:30 PM,
Monday,12-Sep-11,11:26:42 AM,
Wednesday,12-Oct-11,4:05:42 AM,
Thursday,10-Nov-11,9:16:06 PM,
Saturday,10-Dec-11,3:36:24 PM,[**]
Monday,9-Jan-12,8:30:06 AM,
Tuesday,7-Feb-12,10:53:48 PM,
Thursday,8-Mar-12,10:39:30 AM,
Friday,6-Apr-12,9:18:42 PM,
Sunday,6-May-12,5:35:06 AM,
Monday,4-Jun-12,1:11:36 PM,[*]
Tuesday,3-Jul-12,8:51:54 PM,
Thursday,2-Aug-12,5:27:30 AM,
Friday,31-Aug-12,3:58:06 PM,[+]
Sunday,30-Sep-12,5:18:36 AM,
Monday,29-Oct-12,8:49:30 PM,
Wednesday,28-Nov-12,3:46:00 PM,[/]
Friday,28-Dec-12,11:21:12 AM,
Sunday,27-Jan-13,5:38:24 AM,
Monday,25-Feb-13,9:26:06 PM,
Wednesday,27-Mar-13,10:27:18 AM,
Thursday,25-Apr-13,9:57:06 PM,[*]
Saturday,25-May-13,6:25:00 AM,[/]
Sunday,23-Jun-13,1:32:18 PM,
Monday,22-Jul-13,8:15:36 PM,
Wednesday,21-Aug-13,3:44:36 AM,
Thursday,19-Sep-13,1:12:54 PM,
Saturday,19-Oct-13,1:37:42 AM,[/]
Sunday,17-Nov-13,4:15:48 PM,
Tuesday,17-Dec-13,10:28:06 AM,
Thursday,16-Jan-14,5:52:12 AM,
Saturday,15-Feb-14,12:53:00 AM,
Sunday,16-Mar-14,6:08:24 PM,
Tuesday,15-Apr-14,9:42:18 AM,[**]
Wednesday,14-May-14,9:15:54 PM,
Friday,13-Jun-14,6:11:30 AM,
Saturday,12-Jul-14,1:24:54 PM,
Sunday,10-Aug-14,8:09:24 PM,
Tuesday,9-Sep-14,3:38:12 AM,
Wednesday,8-Oct-14,12:50:36 PM,[**]
Thursday,6-Nov-14,11:22:54 PM,
Saturday,6-Dec-14,1:26:48 PM,
Monday,5-Jan-15,5:53:15 AM,
Wednesday,4-Feb-15,12:08:55 AM,
Thursday,5-Mar-15,7:05:23 PM,
Saturday,4-Apr-15,2:05:34 PM,[**]
Monday,4-May-15,5:42:05 AM,
Tuesday,2-Jun-15,6:19:02 PM,
Thursday,2-Jul-15,4:19:35 AM,
Friday,31-Jul-15,12:42:54 PM,[+]
Saturday,29-Aug-15,8:35:12 PM,
Monday,28-Sep-15,4:50:31 AM,[**]
Tuesday,27-Oct-15,1:05:08 PM,
Wednesday,25-Nov-15,11:44:15 PM,
Friday,25-Dec-15,12:11:28 PM,
Sunday,24-Jan-16,2:45:48 AM,
Monday,22-Feb-16,7:19:54 PM,
Wednesday,23-Mar-16,1:00:54 PM,[/]
Friday,22-Apr-16,7:23:42 AM,
Saturday,21-May-16,11:14:30 PM,
Monday,20-Jun-16,1:02:24 PM,
Wednesday,20-Jul-16,12:56:36 AM,
Thursday,18-Aug-16,11:26:36 AM,
Friday,16-Sep-16,9:05:06 PM,[/]
Sunday,16-Oct-16,6:23:06 AM,
Monday,14-Nov-16,2:52:06 PM,
Wednesday,14-Dec-16,1:05:36 AM,
Thursday,12-Jan-17,12:33:58 PM,
Saturday,11-Feb-17,1:32:53 AM,[/]
Sunday,12-Mar-17,3:53:48 PM,
Tuesday,11-Apr-17,8:08:07 AM,
Wednesday,10-May-17,11:42:30 PM,
Friday,9-Jun-17,3:09:36 PM,
Sunday,9-Jul-17,6:06:34 AM,
Monday,7-Aug-17,8:10:37 PM,[*]
Wednesday,6-Sep-17,9:02:49 AM,
Thursday,5-Oct-17,8:40:08 PM,
Saturday,4-Nov-17,6:22:55 AM,
Sunday,3-Dec-17,4:46:59 PM,
Tuesday,2-Jan-18,3:24:05 AM,
Wednesday,31-Jan-18,2:26:44 PM,[**][+]
Friday,2-Mar-18,1:51:21 AM,
Saturday,31-Mar-18,2:36:52 PM,[+]
Monday,30-Apr-18,2:58:12 AM,
Tuesday,29-May-18,4:19:34 PM,
Thursday,28-Jun-18,6:52:58 AM,
Friday,27-Jul-18,10:20:21 PM,[**]
Sunday,26-Aug-18,1:56:11 PM,
Tuesday,25-Sep-18,4:52:25 AM,
Wednesday,24-Oct-18,6:45:12 PM,
Friday,23-Nov-18,6:39:12 AM,
Saturday,22-Dec-18,6:48:35 PM,
Monday,21-Jan-19,6:16:05 AM,[**]
Tuesday,19-Feb-19,4:53:35 PM,
Thursday,21-Mar-19,2:42:52 AM,
Friday,19-Apr-19,1:12:11 PM,
Saturday,18-May-19,11:11:21 PM,
Monday,17-Jun-19,10:30:40 AM,
Tuesday,16-Jul-19,11:38:13 PM,[*]
Thursday,15-Aug-19,2:29:15 PM,
Saturday,14-Sep-19,6:32:46 AM,
Sunday,13-Oct-19,11:07:52 PM,
Tuesday,12-Nov-19,2:34:24 PM,
Thursday,12-Dec-19,6:12:16 AM,
Friday,10-Jan-20,8:21:18 PM,[/]
Sunday,9-Feb-20,8:33:17 AM,
Monday,9-Mar-20,6:47:44 PM,
Wednesday,8-Apr-20,4:35:05 AM,
Thursday,7-May-20,12:45:13 PM,
Friday,5-Jun-20,9:12:23 PM,[/]
Sunday,5-Jul-20,6:44:25 AM,[/]
Monday,3-Aug-20,5:58:46 PM,
Wednesday,2-Sep-20,7:22:04 AM,
Thursday,1-Oct-20,11:05:15 PM,
Saturday,31-Oct-20,3:49:09 PM,[+]
Monday,30-Nov-20,10:29:41 AM,[/]
Wednesday,30-Dec-20,4:28:13 AM,
Thursday,28-Jan-21,8:16:13 PM,
Saturday,27-Feb-21,9:17:19 AM,
Sunday,28-Mar-21,8:48:10 PM,
Tuesday,27-Apr-21,5:31:32 AM,
Wednesday,26-May-21,1:13:52 PM,[**]
Thursday,24-Jun-21,8:39:41 PM,
Saturday,24-Jul-21,4:36:53 AM,
Sunday,22-Aug-21,2:01:57 PM,
Tuesday,21-Sep-21,1:54:41 AM,
Wednesday,20-Oct-21,4:56:40 PM,
Friday,19-Nov-21,9:57:27 AM,[*]
Sunday,19-Dec-21,5:35:30 AM,
Tuesday,18-Jan-22,12:48:30 AM,
Wednesday,16-Feb-22,5:56:30 PM,
Friday,18-Mar-22,8:17:36 AM,
Saturday,16-Apr-22,8:55:06 PM,
Monday,16-May-22,6:14:12 AM,[**]
Tuesday,14-Jun-22,1:51:48 PM,
Wednesday,13-Jul-22,8:37:42 PM,
Friday,12-Aug-22,3:35:48 AM,
Saturday,10-Sep-22,11:59:06 AM,
Sunday,9-Oct-22,10:55:00 PM,
Tuesday,8-Nov-22,12:02:12 PM,[**]
Thursday,8-Dec-22,5:08:12 AM,
Saturday,7-Jan-23,12:07:54 AM,
Sunday,5-Feb-23,7:28:36 PM,
Tuesday,7-Mar-23,1:40:24 PM,
Thursday,6-Apr-23,6:34:36 AM,
Friday,5-May-23,7:34:06 PM,[/]
Sunday,4-Jun-23,5:41:48 AM,
Monday,3-Jul-23,1:38:42 PM,
Tuesday,1-Aug-23,8:31:42 PM,
Thursday,31-Aug-23,3:35:42 AM,[+]
Friday,29-Sep-23,11:57:36 AM,
Saturday,28-Oct-23,10:24:06 PM,[*]
Monday,27-Nov-23,10:16:24 AM,
Wednesday,27-Dec-23,1:33:12 AM,
Thursday,25-Jan-24,6:54:00 PM,
Saturday,24-Feb-24,1:30:24 PM,
Monday,25-Mar-24,8:00:24 AM,[/]
Wednesday,24-Apr-24,1:49:00 AM,
Thursday,23-May-24,3:53:12 PM,
Saturday,22-Jun-24,3:07:54 AM,
Sunday,21-Jul-24,12:17:12 PM,
Monday,19-Aug-24,8:25:48 PM,
Wednesday,18-Sep-24,4:34:30 AM,[*]
Thursday,17-Oct-24,1:26:24 PM,
Friday,15-Nov-24,10:28:36 PM,
Sunday,15-Dec-24,10:01:42 AM,
Monday,13-Jan-25,11:26:54 PM,
Wednesday,12-Feb-25,2:53:24 PM,
Friday,14-Mar-25,7:54:42 AM,[**]
Sunday,13-Apr-25,2:22:18 AM,
Monday,12-May-25,6:56:00 PM,
Wednesday,11-Jun-25,9:43:54 AM,
Thursday,10-Jul-25,10:36:48 PM,
Saturday,9-Aug-25,9:55:06 AM,
Sunday,7-Sep-25,8:08:54 PM,[**]
Tuesday,7-Oct-25,5:47:42 AM,
Wednesday,5-Nov-25,2:19:18 PM,
Friday,5-Dec-25,12:14:06 AM,
Saturday,3-Jan-26,11:02:54 AM,
Sunday,1-Feb-26,11:09:18 PM,
Tuesday,3-Mar-26,12:37:54 PM,[**]
Thursday,2-Apr-26,4:12:00 AM,
Friday,1-May-26,7:23:12 PM,
Sunday,31-May-26,10:45:12 AM,[+]
Tuesday,30-Jun-26,1:56:42 AM,
Wednesday,29-Jul-26,4:35:42 PM,
Friday,28-Aug-26,6:18:36 AM,[*]
Saturday,26-Sep-26,6:49:06 PM,
Monday,26-Oct-26,5:11:54 AM,
Tuesday,24-Nov-26,3:53:36 PM,
Thursday,24-Dec-26,2:28:18 AM,
Friday,22-Jan-27,1:17:24 PM,
Sunday,21-Feb-27,12:23:42 AM,[/]
Monday,22-Mar-27,11:43:48 AM,
Wednesday,21-Apr-27,12:27:12 AM,
Thursday,20-May-27,12:59:06 PM,
Saturday,19-Jun-27,2:44:24 AM,
Sunday,18-Jul-27,5:45:00 PM,
Tuesday,17-Aug-27,9:28:42 AM,[/]
Thursday,16-Sep-27,1:03:36 AM,
Friday,15-Oct-27,3:47:06 PM,
Sunday,14-Nov-27,4:26:00 AM,
Monday,13-Dec-27,5:08:48 PM,
Wednesday,12-Jan-28,5:03:06 AM,[*]
Thursday,10-Feb-28,4:03:48 PM,
Saturday,11-Mar-28,2:06:06 AM,
Sunday,9-Apr-28,12:26:42 PM,
Monday,8-May-28,9:49:00 PM,
Wednesday,7-Jun-28,8:08:48 AM,
Thursday,6-Jul-28,8:10:48 PM,[*]
Saturday,5-Aug-28,10:09:54 AM,
Monday,4-Sep-28,1:47:36 AM,
Tuesday,3-Oct-28,6:25:00 PM,
Thursday,2-Nov-28,10:17:24 AM,
Saturday,2-Dec-28,2:40:18 AM,
Sunday,31-Dec-28,5:48:36 PM,[**]
Tuesday,30-Jan-29,7:03:42 AM,
Wednesday,28-Feb-29,6:10:18 PM,
Friday,30-Mar-29,4:26:30 AM,
Saturday,28-Apr-29,12:36:48 PM,
Sunday,27-May-29,8:37:30 PM,
Tuesday,26-Jun-29,5:22:24 AM,[**]
Wednesday,25-Jul-29,3:35:48 PM,
Friday,24-Aug-29,3:51:18 AM,
Saturday,22-Sep-29,6:29:18 PM,
Monday,22-Oct-29,11:27:36 AM,
Wednesday,21-Nov-29,5:03:00 AM,
Thursday,20-Dec-29,11:46:30 PM,[**]
Saturday,19-Jan-30,4:54:24 PM,
Monday,18-Feb-30,7:19:48 AM,
Tuesday,19-Mar-30,6:56:30 PM,
Thursday,18-Apr-30,5:20:06 AM,
Friday,17-May-30,1:19:12 PM,
Saturday,15-Jun-30,8:41:00 PM,[*]
Monday,15-Jul-30,4:12:00 AM,
Tuesday,13-Aug-30,12:44:24 PM,
Wednesday,11-Sep-30,11:18:00 PM,
Friday,11-Oct-30,12:46:54 PM,
Sunday,10-Nov-30,4:30:18 AM,
Monday,9-Dec-30,11:40:30 PM,[/]
Wednesday,8-Jan-31,7:25:54 PM,
Friday,7-Feb-31,1:46:12 PM,
Sunday,9-Mar-31,5:29:42 AM,
Monday,7-Apr-31,7:21:24 PM,
Wednesday,7-May-31,5:39:54 AM,[/]
Thursday,5-Jun-31,1:58:36 PM,[/]
Friday,4-Jul-31,9:01:24 PM,
Sunday,3-Aug-31,3:45:36 AM,
Monday,1-Sep-31,11:20:30 AM,
Tuesday,30-Sep-31,8:57:54 PM,[+]
Thursday,30-Oct-31,8:32:42 AM,[/]
Saturday,29-Nov-31,12:18:30 AM,
Sunday,28-Dec-31,6:33:06 PM,
Tuesday,27-Jan-32,1:52:30 PM,
Thursday,26-Feb-32,8:43:18 AM,
Saturday,27-Mar-32,1:46:18 AM,
Sunday,25-Apr-32,5:09:42 PM,[**]
Tuesday,25-May-32,4:37:18 AM,
Wednesday,23-Jun-32,1:32:36 PM,
Thursday,22-Jul-32,8:51:36 PM,
Saturday,21-Aug-32,3:46:54 AM,
Sunday,19-Sep-32,11:30:18 AM,
Monday,18-Oct-32,8:58:12 PM,[**]
Wednesday,17-Nov-32,7:42:06 AM,
Thursday,16-Dec-32,9:49:00 PM,
Saturday,15-Jan-33,2:07:06 PM,
Monday,14-Feb-33,8:04:12 AM,
Wednesday,16-Mar-33,2:37:30 AM,
Thursday,14-Apr-33,9:17:24 PM,[**]
Saturday,14-May-33,12:42:48 PM,
Monday,13-Jun-33,1:19:18 AM,
Tuesday,12-Jul-33,11:28:36 AM,
Wednesday,10-Aug-33,8:07:42 PM,
Friday,9-Sep-33,4:20:36 AM,
Saturday,8-Oct-33,12:58:12 PM,[**]
Sunday,6-Nov-33,9:32:06 PM,
Tuesday,6-Dec-33,8:22:06 AM,
Wednesday,4-Jan-34,8:47:06 PM,
Friday,3-Feb-34,11:04:36 AM,
Sunday,5-Mar-34,3:10:12 AM,
Monday,3-Apr-34,9:18:54 PM,[/]
Wednesday,3-May-34,2:15:48 PM,
Friday,2-Jun-34,5:54:06 AM,
Saturday,1-Jul-34,7:44:36 PM,
Monday,31-Jul-34,7:54:30 AM,
Tuesday,29-Aug-34,6:49:18 PM,
Thursday,28-Sep-34,4:56:54 AM,[*]
Friday,27-Oct-34,2:42:36 PM,
Saturday,25-Nov-34,11:32:12 PM,
Monday,25-Dec-34,9:54:30 AM,
Tuesday,23-Jan-35,9:16:36 PM,
Thursday,22-Feb-35,9:54:00 AM,[/]
Friday,23-Mar-35,11:42:12 PM,
Sunday,22-Apr-35,3:20:48 PM,
Tuesday,22-May-35,6:25:54 AM,
Wednesday,20-Jun-35,9:37:30 PM,
Friday,20-Jul-35,12:36:54 PM,
Sunday,19-Aug-35,3:00:24 AM,[*]
Monday,17-Sep-35,4:23:36 PM,
Wednesday,17-Oct-35,4:35:36 AM,
Thursday,15-Nov-35,2:48:54 PM,
Saturday,15-Dec-35,1:33:12 AM,
Sunday,13-Jan-36,12:16:12 PM,
Monday,11-Feb-36,11:08:48 PM,[**]
Wednesday,12-Mar-36,10:09:30 AM,
Thursday,10-Apr-36,10:22:36 PM,
Saturday,10-May-36,10:09:36 AM,
Sunday,8-Jun-36,11:02:00 PM,
Tuesday,8-Jul-36,1:19:24 PM,
Thursday,7-Aug-36,4:49:00 AM,[**]
Friday,5-Sep-36,8:45:36 PM,
Sunday,5-Oct-36,12:15:12 PM,
Tuesday,4-Nov-36,1:44:18 AM,
Wednesday,3-Dec-36,3:08:36 PM,
Friday,2-Jan-37,3:35:18 AM,
Saturday,31-Jan-37,3:04:12 PM,[**][+]
Monday,2-Mar-37,1:28:12 AM,
Tuesday,31-Mar-37,11:53:36 AM,
Wednesday,29-Apr-37,8:54:00 PM,
Friday,29-May-37,6:24:12 AM,
Saturday,27-Jun-37,5:20:00 PM,
Monday,27-Jul-37,6:15:12 AM,[*]
Tuesday,25-Aug-37,9:09:24 PM,
Thursday,24-Sep-37,1:31:48 PM,
Saturday,24-Oct-37,6:36:36 AM,
Sunday,22-Nov-37,10:35:18 PM,
Tuesday,22-Dec-37,2:38:42 PM,
Thursday,21-Jan-38,5:00:00 AM,[/]
Friday,19-Feb-38,5:09:30 PM,
Sunday,21-Mar-38,3:09:36 AM,
Monday,19-Apr-38,12:36:06 PM,
Tuesday,18-May-38,8:23:36 PM,
Thursday,17-Jun-38,4:30:36 AM,[/]
Friday,16-Jul-38,1:48:18 PM,[/]
Sunday,15-Aug-38,12:56:54 AM,
Monday,13-Sep-38,2:24:30 PM,
Wednesday,13-Oct-38,6:21:54 AM,
Thursday,11-Nov-38,11:27:12 PM,
Saturday,11-Dec-38,6:30:30 PM,[/]
Monday,10-Jan-39,12:45:36 PM,
Wednesday,9-Feb-39,4:39:18 AM,
Thursday,10-Mar-39,5:35:00 PM,
Saturday,9-Apr-39,4:52:48 AM,
Sunday,8-May-39,1:20:06 PM,
Monday,6-Jun-39,8:47:42 PM,[*]
Wednesday,6-Jul-39,4:03:30 AM,
Thursday,4-Aug-39,11:56:42 AM,
Friday,2-Sep-39,9:23:36 PM,
Sunday,2-Oct-39,9:23:18 AM,
Monday,31-Oct-39,11:36:18 PM,
Wednesday,30-Nov-39,5:49:36 PM,[*]
Friday,30-Dec-39,1:37:48 PM,
Sunday,29-Jan-40,8:54:42 AM,
Tuesday,28-Feb-40,1:59:36 AM,
Wednesday,28-Mar-40,5:11:42 PM,
Friday,27-Apr-40,4:37:54 AM,
Saturday,26-May-40,1:47:06 PM,[**]
Sunday,24-Jun-40,9:19:24 PM,
Tuesday,24-Jul-40,4:05:42 AM,
Wednesday,22-Aug-40,11:09:42 AM,
Thursday,20-Sep-40,7:42:48 PM,
Saturday,20-Oct-40,6:49:54 AM,
Sunday,18-Nov-40,8:06:12 PM,[**]
Tuesday,18-Dec-40,1:15:48 PM,
Thursday,17-Jan-41,8:11:24 AM,
Saturday,16-Feb-41,3:21:18 AM,
Sunday,17-Mar-41,9:19:12 PM,
Tuesday,16-Apr-41,2:00:42 PM,
Thursday,16-May-41,2:52:24 AM,[*]
Friday,14-Jun-41,12:58:48 PM,
Saturday,13-Jul-41,9:00:54 PM,
Monday,12-Aug-41,4:04:42 AM,
Tuesday,10-Sep-41,11:23:54 AM,
Wednesday,9-Oct-41,8:02:42 PM,
Friday,8-Nov-41,5:43:30 AM,[*]
Saturday,7-Dec-41,6:42:18 PM,
Monday,6-Jan-42,9:54:00 AM,
Wednesday,5-Feb-42,2:57:48 AM,
Thursday,6-Mar-42,9:10:00 PM,
Saturday,5-Apr-42,4:16:00 PM,[/]
Monday,5-May-42,8:48:36 AM,
Tuesday,3-Jun-42,10:48:18 PM,
Thursday,3-Jul-42,10:09:24 AM,
Friday,1-Aug-42,7:33:24 PM,
Sunday,31-Aug-42,4:02:24 AM,[+]
Monday,29-Sep-42,12:34:24 PM,[/]
Tuesday,28-Oct-42,8:48:30 PM,
Thursday,27-Nov-42,7:06:06 AM,
Friday,26-Dec-42,6:42:48 PM,
Sunday,25-Jan-43,7:56:42 AM,
Monday,23-Feb-43,10:58:00 PM,
Wednesday,25-Mar-43,3:26:24 PM,[**]
Friday,24-Apr-43,9:23:06 AM,
Sunday,24-May-43,1:37:00 AM,
Monday,22-Jun-43,4:20:42 PM,
Wednesday,22-Jul-43,5:24:18 AM,
Thursday,20-Aug-43,5:04:36 PM,
Saturday,19-Sep-43,3:47:06 AM,[**]
Sunday,18-Oct-43,1:55:48 PM,
Monday,16-Nov-43,10:52:36 PM,
Wednesday,16-Dec-43,9:02:06 AM,
Thursday,14-Jan-44,7:51:12 PM,
Saturday,13-Feb-44,7:41:48 AM,
Sunday,13-Mar-44,8:41:12 PM,[**]
Tuesday,12-Apr-44,11:39:12 AM,
Thursday,12-May-44,2:16:42 AM,
Friday,10-Jun-44,5:16:12 PM,
